grafo_id,num_edges,ground_energy,iteraciones,energia_final,diferencia_ground,gradiente_final,runtime_min,initial_energy
1,6,-12.0,20,-11.883650381311966,0.11634961868803373,0.306768031923085,20.178230420748392,-12.000000000000002
2,11,-20.0,12,-18.90090238390809,1.0990976160919104,2.6448953475562957,7.22909939289093,-12.000000000000002
3,12,-22.0,12,-20.879886675629503,1.1201133243704966,0.7725497509949462,24.16568624575933,-12.000000000000002
4,8,-16.0,21,-15.97112895564518,0.028871044354820796,0.13505862771371535,3.6003785729408264,-12.000000000000002
5,9,-16.0,20,-15.983174639595639,0.016825360404361334,0.20338095647017052,4.953578130404154,-12.000000000000002
6,11,-20.0,33,-19.892711437993324,0.10728856200667636,0.15558197548479877,26.61398516893387,-12.000000000000002
7,11,-20.0,15,-19.502465505441247,0.497534494558753,1.5793580023487492,20.138616335391998,-12.000000000000002
8,13,-22.0,19,-21.695942650261436,0.3040573497385637,1.2571326767030142,21.883502050240836,-12.000000000000002
9,9,-18.0,21,-17.67171096760844,0.3282890323915595,0.43007672723481033,21.50326685110728,-12.000000000000002
10,8,-16.0,27,-15.732771450330366,0.2672285496696336,0.4897372688102136,21.990290208657584,-12.000000000000002
11,7,-14.0,22,-13.648229075453607,0.35177092454639336,0.8360412596176163,20.244401915868124,-12.000000000000002
12,7,-14.0,27,-13.867619389217381,0.13238061078261865,0.17081266727023833,30.130372941493988,-12.000000000000002
13,6,-12.0,19,-11.866995499193479,0.13300450080652126,0.34590774758217757,6.050870593388876,-12.000000000000002
14,12,-22.0,27,-21.832003086091646,0.16799691390835392,1.0066032836855392,23.190679212411244,-12.000000000000002
15,10,-20.0,30,-19.79361798548923,0.2063820145107691,0.39475832800297206,23.759728451569874,-12.000000000000002
16,11,-20.0,47,-19.947353114514108,0.052646885485891914,0.1829564241349927,23.821785616874696,-12.000000000000002
17,8,-16.0,50,-15.995818175187582,0.0041818248124183555,0.06345389928757245,24.6389279683431,-12.000000000000002
18,9,-18.0,30,-17.922442169804842,0.0775578301951576,0.28062821168092855,24.02392470439275,-12.000000000000002
19,9,-18.0,30,-17.861428456778047,0.13857154322195342,0.42380920080640844,23.69651477734248,-12.000000000000002
20,13,-24.0,12,-23.235142408288983,0.7648575917110172,1.2259836316139205,27.114169363180796,-12.000000000000002
21,6,-12.0,17,-11.634520991907342,0.36547900809265776,1.1593118396546709,13.249590468406677,-12.000000000000002
22,12,-22.0,19,-21.903525965444587,0.09647403455541337,1.0771918590108416,19.63520940542221,-12.000000000000002
23,7,-14.0,17,-13.776264765900244,0.22373523409975604,0.027307067150929086,1.417977468172709,-12.000000000000002
24,11,-20.0,9,-19.040007272407102,0.9599927275928977,3.2151896123255836,4.554566975434621,-12.000000000000002
25,13,-24.0,12,-23.235142408291754,0.7648575917082461,1.2259860309879467,29.03353558778763,-12.000000000000002
26,7,-14.0,21,-13.998999901956994,0.001000098043006048,0.09610030931156095,1.6376949707667032,-12.000000000000002
27,7,-14.0,9,-13.349528912607303,0.6504710873926971,1.1186342097225188,22.201475683848063,-12.000000000000002
