grafo_id,n,num_edges,mixer,p,num_params,ground_energy,initial_problem_energy,energy_final,absolute_error,relative_error,runtime_min,num_restarts,maxiter,method,best_init_name,optimizer_success,optimizer_nfev,optimizer_nit
3,6,11,jx,5,10,-22.0,-13.749999999999998,-19.59480662854229,2.4051933714577096,0.10932697142989589,0.15922425587972006,25,200,L-BFGS-B,random_4,True,880,56
3,6,11,jx,6,12,-22.0,-13.749999999999998,-19.861426520847875,2.138573479152125,0.09720788541600568,0.2759855588277181,25,200,L-BFGS-B,random_16,True,1716,106
3,6,11,jx,7,14,-22.0,-13.749999999999998,-20.04974914346994,1.9502508565300616,0.08864776620591189,0.5052410244941712,25,200,L-BFGS-B,random_4,True,2010,116
3,6,11,jx,8,16,-22.0,-13.749999999999998,-20.049749143477005,1.9502508565229952,0.08864776620559069,0.8378284533818563,25,200,L-BFGS-B,warm,True,51,1
3,6,11,jx,9,18,-22.0,-13.749999999999998,-20.433654135954086,1.566345864045914,0.07119753927481427,0.9577920039494833,25,200,L-BFGS-B,random_24,True,4199,178
3,6,11,jx,10,20,-22.0,-13.749999999999998,-20.43365413597135,1.5663458640286514,0.07119753927402961,1.3695976495742799,25,200,L-BFGS-B,warm,True,63,1
3,6,11,jx,11,22,-22.0,-13.749999999999998,-20.43365413597418,1.5663458640258199,0.0711975392739009,2.0181525786717733,25,200,L-BFGS-B,warm,True,69,1
3,6,11,jx,12,24,-22.0,-13.749999999999998,-21.07013992749443,0.9298600725055692,0.04226636693207133,2.416072944800059,25,200,L-BFGS-B,random_22,False,6100,200
3,6,11,jx,13,26,-22.0,-13.749999999999998,-21.188646678738447,0.8113533212615529,0.03687969642097968,3.167577596505483,25,200,L-BFGS-B,warm,False,5832,200
3,6,11,jx,14,28,-22.0,-13.749999999999998,-21.23859470139526,0.761405298604739,0.034609331754760865,4.054431168238322,25,200,L-BFGS-B,warm,False,6264,200
3,6,11,jx,15,30,-22.0,-13.749999999999998,-21.28747981627788,0.7125201837221198,0.03238728107827817,4.578430696328481,25,200,L-BFGS-B,warm,False,6696,200
3,6,11,jx,16,32,-22.0,-13.749999999999998,-21.3320966247731,0.6679033752268992,0.03035924432849542,5.267108380794525,25,200,L-BFGS-B,warm,False,7227,200
3,6,11,jx,17,34,-22.0,-13.749999999999998,-21.351563296056717,0.6484367039432826,0.02947439563378557,5.919188495477041,25,200,L-BFGS-B,warm,False,7420,200
3,6,11,jx,18,36,-22.0,-13.749999999999998,-21.37713620983022,0.6228637901697809,0.02831199046226277,6.752761654059092,25,200,L-BFGS-B,warm,False,7807,200
3,6,11,jx,19,38,-22.0,-13.749999999999998,-21.377781563376587,0.6222184366234131,0.028282656210155143,7.829609537124634,25,200,L-BFGS-B,warm,False,8190,200
