grafo_id,n,num_edges,mixer,p,num_params,ground_energy,initial_problem_energy,energy_final,absolute_error,relative_error,runtime_min,num_restarts,maxiter,method,best_init_name,optimizer_success,optimizer_nfev,optimizer_nit
3,6,12,jx,10,20,-24.0,-14.999999999999998,-23.238971769123697,0.7610282308763026,0.03170950961984594,3.011969792842865,25,500,L-BFGS-B,random_13,True,7644,324
3,6,12,jx,11,22,-24.0,-14.999999999999998,-23.238971769207122,0.7610282307928777,0.0317095096163699,3.936778918902079,25,500,L-BFGS-B,warm,True,92,2
3,6,12,jx,12,24,-24.0,-14.999999999999998,-23.238971769208412,0.7610282307915881,0.03170950961631617,4.867377388477325,25,500,L-BFGS-B,warm,True,75,1
3,6,12,jx,13,26,-24.0,-14.999999999999998,-23.509866931724346,0.4901330682756537,0.02042221117815224,7.174590194225312,25,500,L-BFGS-B,random_9,True,8532,285
3,6,12,jx,14,28,-24.0,-14.999999999999998,-23.598508248965437,0.4014917510345626,0.016728822959773442,8.49190392891566,25,500,L-BFGS-B,random_16,False,15022,466
3,6,12,jx,15,30,-24.0,-14.999999999999998,-23.598508278745825,0.40149172125417465,0.016728821718923943,10.505338025093078,25,500,L-BFGS-B,warm,True,1767,43
3,6,12,jx,16,32,-24.0,-14.999999999999998,-23.598508294394737,0.40149170560526315,0.016728821066885963,13.562383365631103,25,500,L-BFGS-B,warm,True,1320,30
3,6,12,jx,17,34,-24.0,-14.999999999999998,-23.63375378176202,0.3662462182379791,0.015260259093249129,14.950228230158489,25,500,L-BFGS-B,random_6,False,15015,398
3,6,12,jx,18,36,-24.0,-14.999999999999998,-23.795718460489777,0.2042815395102231,0.008511730812925963,18.243594976266227,25,500,L-BFGS-B,warm,False,15022,383
3,6,12,jx,19,38,-24.0,-14.999999999999998,-23.949235438976032,0.05076456102396776,0.0021151900426653234,20.50258460442225,25,500,L-BFGS-B,random_17,False,15015,355
3,6,12,jx,20,40,-24.0,-14.999999999999998,-23.949235447336434,0.05076455266356561,0.0021151896943152337,19.743154442310335,25,500,L-BFGS-B,warm,True,1353,28
4,6,15,jx,1,2,-24.0,-18.749999999999996,-21.956677725412376,2.0433222745876236,0.08513842810781765,0.0034753561019897463,25,500,L-BFGS-B,random_21,True,57,10
4,6,15,jx,2,4,-24.0,-18.749999999999996,-22.60258518916862,1.3974148108313784,0.0582256171179741,0.017922321955362957,25,500,L-BFGS-B,random_21,True,340,28
4,6,15,jx,3,6,-24.0,-18.749999999999996,-23.117884123628055,0.8821158763719446,0.036754828182164356,0.05048815409342448,25,500,L-BFGS-B,random_17,True,392,34
4,6,15,jx,4,8,-24.0,-18.749999999999996,-23.753795157968206,0.24620484203179416,0.01025853508465809,0.10549590984980266,25,500,L-BFGS-B,random_11,True,684,33
4,6,15,jx,5,10,-24.0,-18.749999999999996,-23.75379515796887,0.2462048420311298,0.010258535084630408,0.25226447184880574,25,500,L-BFGS-B,warm,True,33,1
4,6,15,jx,6,12,-24.0,-18.749999999999996,-23.868109322665674,0.1318906773343258,0.005495444888930241,0.511491060256958,25,500,L-BFGS-B,random_9,True,1248,75
4,6,15,jx,7,14,-24.0,-18.749999999999996,-23.886137736058913,0.1138622639410869,0.004744260997545287,0.665926973025004,25,500,L-BFGS-B,random_3,True,2895,153
4,6,15,jx,8,16,-24.0,-18.749999999999996,-23.94829677568391,0.05170322431608909,0.002154301013170379,1.3744871139526367,25,500,L-BFGS-B,random_11,True,3995,198
4,6,15,jx,9,18,-24.0,-18.749999999999996,-23.94829677916915,0.05170322083084855,0.002154300867952023,2.216215749581655,25,500,L-BFGS-B,warm,True,437,16
4,6,15,jx,10,20,-24.0,-18.749999999999996,-23.9728331377569,0.027166862243099388,0.0011319525934624746,4.395437141259511,25,500,L-BFGS-B,random_18,True,7308,319
4,6,15,jx,11,22,-24.0,-18.749999999999996,-23.98938893376441,0.010611066235590272,0.00044212775981626134,4.758103283246358,25,500,L-BFGS-B,random_12,False,12466,500
4,6,15,jx,12,24,-24.0,-18.749999999999996,-23.989388936570013,0.01061106342998741,0.0004421276429161421,6.795893545945486,25,500,L-BFGS-B,warm,True,450,16
4,6,15,jx,13,26,-24.0,-18.749999999999996,-23.99717767277158,0.0028223272284186862,0.0001175969678507786,9.87610715230306,25,500,L-BFGS-B,random_17,False,14850,500
4,6,15,jx,14,28,-24.0,-18.749999999999996,-23.99943429270983,0.0005657072901712468,2.3571137090468614e-05,13.009449974695842,25,500,L-BFGS-B,random_19,True,12644,396
4,6,15,jx,15,30,-24.0,-18.749999999999996,-23.999999997925144,2.0748558426930686e-09,8.645232677887786e-11,15.118933327992757,25,500,L-BFGS-B,random_9,True,13144,394
4,6,15,jx,16,32,-24.0,-18.749999999999996,-23.999999999723478,2.765219164757582e-10,1.1521746519823258e-11,15.987622475624084,25,500,L-BFGS-B,random_12,True,10461,288
4,6,15,jx,17,34,-24.0,-18.749999999999996,-23.999999999843713,1.5628742744411284e-10,6.511976143504701e-12,15.965892998377482,25,500,L-BFGS-B,random_16,True,9625,256
4,6,15,jx,18,36,-24.0,-18.749999999999996,-23.99999999991214,8.785860927673639e-11,3.660775386530683e-12,14.666933643817902,25,500,L-BFGS-B,random_19,True,7067,176
4,6,15,jx,19,38,-24.0,-18.749999999999996,-23.999999999949157,5.084288545731397e-11,2.1184535607214152e-12,15.757728870709737,25,500,L-BFGS-B,random_8,True,11583,276
4,6,15,jx,20,40,-24.0,-18.749999999999996,-23.999999999961474,3.852562713291263e-11,1.6052344638713596e-12,15.236867980162303,25,500,L-BFGS-B,random_4,True,5002,110
