grafo_id,num_edges,ground_energy,iteraciones,energia_final,diferencia_ground,gradiente_final,runtime_min,initial_energy
1,6,-12.0,12,-11.777777777639152,0.22222222236084832,1.2056467364975564e-05,0.8608315388361613,-10.000000000000002
2,6,-12.0,9,-11.885618082446548,0.11438191755345173,2.5668508950520534e-05,0.6810348431269327,-10.000000000000002
3,7,-14.0,12,-13.669750411862866,0.3302495881371339,8.169627982481048e-06,0.9526964426040649,-10.000000000000002
4,8,-14.0,9,-13.768515843883112,0.23148415611688833,0.008472312778947827,0.4689600149790446,-10.000000000000002
5,5,-10.0,12,-9.942809029714907,0.057190970285093456,1.840315890613309e-05,0.8158703287442525,-10.000000000000002
6,7,-12.0,13,-11.99999999013112,9.86888082366022e-09,0.0001054004261313119,0.6499562859535217,-10.000000000000002
7,8,-14.0,14,-13.911720968307613,0.08827903169238738,0.006555723095439971,1.0112672328948975,-10.000000000000002
8,7,-14.0,12,-13.669750411871526,0.33024958812847416,4.00279880159661e-07,0.5745851159095764,-10.000000000000002
9,7,-12.0,13,-11.999999988502143,1.149785688880911e-08,0.00011345334777932858,0.8597952723503113,-10.000000000000002
10,6,-12.0,16,-11.963131991713796,0.036868008286203846,0.005673513922375747,1.3509914994239807,-10.000000000000002
11,9,-16.0,10,-15.885618083163582,0.11438191683641818,2.6986023602923975e-07,0.45399165550867715,-10.000000000000002
12,5,-10.0,11,-9.726652375865031,0.2733476241349688,0.015739908027953487,0.6242589871088664,-10.000000000000002
13,7,-14.0,16,-13.938333449958472,0.06166655004152766,0.0020150808724218555,1.1605718771616618,-10.000000000000002
14,7,-12.0,13,-11.999999988720184,1.1279816192200087e-08,0.00011239515570481074,0.927471649646759,-10.000000000000002
15,7,-12.0,13,-11.999999989485934,1.0514066062228267e-08,0.0001089211228879284,0.817897621790568,-10.000000000000002
16,6,-12.0,29,-11.909502153153582,0.09049784684641793,0.007220953973107419,4.953976472218831,-10.000000000000002
17,6,-12.0,20,-11.88762760228736,0.11237239771264029,0.007081153381603249,1.5937915921211243,-10.000000000000002
18,7,-12.0,14,-11.740846330832108,0.2591536691678922,0.09126235448549559,1.0732511321703593,-10.000000000000002
19,6,-12.0,22,-11.962962960263747,0.03703703973625316,5.744554137852657e-05,2.526027544339498,-10.000000000000002
20,5,-10.0,37,-9.999569385845609,0.00043061415439105133,0.005109511912575645,17.141016006469727,-10.000000000000002
21,7,-14.0,33,-13.996405363904804,0.0035946360951957246,0.006286532937084946,12.894715638955434,-10.000000000000002
22,7,-14.0,36,-13.95238462355287,0.047615376447129876,0.006937482883393078,14.966568414370219,-10.000000000000002
23,8,-16.0,13,-15.828783030011175,0.17121696998882463,0.005591176180434848,0.8351678450902303,-10.000000000000002
24,5,-10.0,8,-9.942809036184455,0.057190963815545004,7.77162093487673e-05,0.4138005057970683,-10.000000000000002
25,6,-12.0,21,-11.887709562528837,0.11229043747116307,0.007828132026340426,2.0774222453435263,-10.000000000000002
26,5,-10.0,16,-9.993807989990554,0.006192010009446136,4.967077125079645e-06,1.2157405654589335,-10.000000000000002
27,6,-12.0,14,-11.999999999889528,1.1047163184230158e-10,2.1360379311524036e-05,0.8751400510470072,-10.000000000000002
28,5,-10.0,18,-9.99461178085624,0.005388219143760864,0.002900539577923297,1.8855945905049643,-10.000000000000002
29,6,-12.0,14,-11.999999999596884,4.0311576299245644e-10,1.8942150251227126e-05,1.0890572587649028,-10.000000000000002
30,9,-16.0,21,-15.838549261240559,0.1614507387594415,0.009332874188199149,2.484993004798889,-10.000000000000002
31,6,-12.0,16,-11.458122847077275,0.5418771529227246,2.2842869519442907e-05,1.204857381184896,-10.000000000000002
