grafo_id,num_edges,ground_energy,iteraciones,energia_final,diferencia_ground,gradiente_final,runtime_min,initial_energy
1,6,-12.0,20,-11.895480752131435,0.10451924786856459,0.007739387037079532,0.6665805737177531,-12.000000000000002
2,11,-20.0,12,-18.666666666645096,1.3333333333549042,1.8695325479583518e-05,0.1440130074818929,-12.000000000000002
3,12,-22.0,12,-20.66031211563014,1.3396878843698588,4.711282362906472e-06,0.17367855310440064,-12.000000000000002
4,8,-16.0,21,-14.807908196527237,1.1920918034727634,0.006517325897358442,0.777127202351888,-12.000000000000002
5,9,-16.0,20,-15.984383511467472,0.015616488532527839,0.008473483482164666,1.1193833510080973,-12.000000000000002
6,11,-20.0,33,-19.967057804657212,0.03294219534278753,0.0028526500149980293,6.536362715562185,-12.000000000000002
7,11,-20.0,15,-19.135802468455793,0.8641975315442068,1.3649900814762062e-05,0.28071060180664065,-12.000000000000002
8,13,-22.0,19,-21.980936347141427,0.019063652858573477,1.4381759070294823e-05,0.5824251691500346,-12.000000000000002
9,9,-18.0,21,-17.710295748637016,0.28970425136298417,0.00481353270556279,1.1236561059951782,-12.000000000000002
10,8,-16.0,27,-15.950096319565766,0.04990368043423388,0.006914568299858202,3.470149850845337,-12.000000000000002
11,7,-14.0,22,-13.992515020545866,0.007484979454133622,0.004404595290493808,1.1218508760134378,-12.000000000000002
12,7,-14.0,27,-13.848888620381567,0.1511113796184329,0.009170140689759243,3.2301488637924196,-12.000000000000002
13,6,-12.0,19,-11.895441539713197,0.10455846028680327,0.005925544604518546,0.7058916091918945,-12.000000000000002
14,12,-22.0,27,-21.764577220140687,0.23542277985931293,0.0029428564701276193,2.3442506909370424,-12.000000000000002
15,10,-20.0,30,-19.92236014341548,0.07763985658451844,0.0022736462973691586,4.187911188602447,-12.000000000000002
16,11,-20.0,47,-19.934532076539767,0.06546792346023267,0.007018882873033641,25.292166475454966,-12.000000000000002
17,8,-16.0,50,-15.930698621545384,0.06930137845461637,0.035539678699905826,23.71111354827881,-12.000000000000002
18,9,-18.0,30,-17.99999998728942,1.271057925578134e-08,5.798347192953955e-06,4.6900713284810385,-12.000000000000002
19,9,-18.0,30,-17.92633314966374,0.07366685033625942,0.002363756604189395,4.528743088245392,-12.000000000000002
20,13,-24.0,12,-23.342408206586818,0.6575917934131823,4.191476878360258e-06,0.20072219769159952,-12.000000000000002
21,6,-12.0,17,-11.492778005251287,0.5072219947487131,0.008429972461599254,0.4587337176005046,-12.000000000000002
22,12,-22.0,19,-21.517447891788734,0.4825521082112658,0.0056258335084750115,0.528760023911794,-12.000000000000002
23,7,-14.0,17,-13.707242667268428,0.292757332731572,0.005290538631144732,0.35718761682510375,-12.000000000000002
24,11,-20.0,9,-19.03703703701707,0.9629629629829317,1.0141868283092439e-05,0.087111496925354,-12.000000000000002
