grafo_id,num_edges,ground_energy,ground_degeneracy,spectral_gap,iteraciones,energia_final,diferencia_ground,approx_ratio,gradiente_final,pool_size,runtime_min,initial_energy,converged
136,9,-16.0,18,0.0,23,-15.919612891578856,0.08038710842114405,0.9949758057236785,0.008134730438188477,41,3.196052090326945,-10.000000000000002,1
137,9,-16.0,18,0.0,10,-15.885618083163493,0.114381916836507,0.9928511301977183,9.119773505636311e-07,41,0.6098504066467285,-10.000000000000002,1
138,6,-12.0,18,0.0,25,-11.995580619310786,0.004419380689213881,0.9996317182758988,0.008285358306114434,29,3.3161048968633016,-10.000000000000002,1
139,5,-10.0,18,0.0,10,-9.990668007391676,0.009331992608323958,0.9990668007391676,1.9705956690911182e-05,25,0.7358399669329325,-10.000000000000002,1
140,6,-12.0,12,0.0,14,-11.999999999544942,4.5505821333335916e-10,0.9999999999620784,1.5308789676262053e-05,29,0.9093281070391337,-10.000000000000002,1
141,6,-12.0,12,0.0,28,-11.99999999707874,2.921259678601018e-09,0.9999999997565617,1.0398171539252486e-05,29,3.9476991653442384,-10.000000000000002,1
142,7,-14.0,12,0.0,24,-13.909033044670426,0.09096695532957355,0.9935023603336018,0.0089127088412738,33,3.894220566749573,-10.000000000000002,1
143,8,-14.0,42,0.0,7,-13.831697930427865,0.16830206957213534,0.9879784236019903,7.135422883422552e-06,37,0.520031460126241,-10.000000000000002,1
144,9,-16.0,18,0.0,21,-15.838549261393561,0.16145073860643855,0.9899093288370976,0.009329413772019898,41,1.7973624308904013,-10.000000000000002,1
145,5,-10.0,36,0.0,22,-9.999999985478278,1.4521722491167566e-08,0.9999999985478277,0.00012020812224429144,25,0.47704448699951174,-10.000000000000002,1
146,5,-10.0,24,0.0,18,-9.994462256275552,0.005537743724447708,0.9994462256275553,0.0015037262148050398,25,0.2987208286921183,-10.000000000000002,1
147,8,-14.0,42,0.0,10,-13.923745388767847,0.07625461123215338,0.9945532420548462,9.535111955292537e-05,37,0.10830576419830322,-10.000000000000002,1
148,6,-12.0,12,0.0,12,-11.777753119818955,0.22224688018104466,0.9814794266515796,0.0029877822024800783,29,0.14629777669906616,-10.000000000000002,1
149,6,-12.0,18,0.0,16,-11.96313198784556,0.036868012154439356,0.9969276656537968,0.005675431079996186,29,0.21632671356201172,-10.000000000000002,1
150,6,-12.0,12,0.0,12,-11.777777777737239,0.22222222226276145,0.9814814814781032,9.17753185412451e-06,29,0.13660905361175538,-10.000000000000002,1
151,8,-14.0,42,0.0,12,-13.933858316616204,0.06614168338379578,0.9952755940440146,0.008730147536314702,37,0.14453068574269612,-10.000000000000002,1
152,5,-10.0,24,0.0,16,-9.957301042074969,0.04269895792503142,0.9957301042074969,0.001960586537085614,25,0.21568097273508707,-10.000000000000002,1
153,7,-14.0,12,0.0,16,-13.521722715178013,0.4782772848219867,0.9658373367984295,0.007798742522471796,33,0.1706957976023356,-10.000000000000002,1
154,7,-14.0,6,0.0,21,-13.992373236841358,0.007626763158642191,0.9994552312029541,0.004818790516859241,33,0.29157251914342247,-10.000000000000002,1
155,7,-14.0,6,0.0,26,-13.99999999996892,3.107913926214678e-11,0.9999999999977801,5.423611625796892e-06,33,0.44826815923055013,-10.000000000000002,1
156,5,-10.0,36,0.0,15,-9.85185185078293,0.14814814921706976,0.985185185078293,1.9364188485257478e-05,25,0.18038723071416218,-10.000000000000002,1
157,6,-12.0,18,0.0,25,-11.995580619277408,0.004419380722591626,0.9996317182731174,0.008283655068196748,29,0.4207872192064921,-10.000000000000002,1
158,5,-10.0,24,0.0,18,-9.994462257164614,0.005537742835386439,0.9994462257164614,0.0014967001969176342,25,0.3183446526527405,-10.000000000000002,1
159,5,-10.0,24,0.0,16,-9.95730104214597,0.04269895785403044,0.995730104214597,0.001958466978759605,25,0.23970741430918377,-10.000000000000002,1
160,6,-12.0,12,0.0,20,-11.89548075216004,0.10451924783995992,0.9912900626800033,0.007737154688671946,29,0.2862518310546875,-10.000000000000002,1
161,7,-14.0,12,0.0,29,-13.973129142324764,0.026870857675236337,0.9980806530231974,0.008040616029896664,33,2.095016622543335,-10.000000000000002,1
162,6,-12.0,18,0.0,25,-11.995580619289584,0.004419380710416476,0.999631718274132,0.008287572837755323,29,0.42819637854894005,-10.000000000000002,1
163,7,-12.0,72,0.0,13,-11.99999998879065,1.1209349892737919e-08,0.9999999990658875,0.00011230991736843451,33,0.15559821526209514,-10.000000000000002,1
164,8,-16.0,6,0.0,10,-15.354230928297461,0.6457690717025386,0.9596394330185913,1.5480078043073483e-05,37,0.13200413386027018,-10.000000000000002,1
165,6,-12.0,12,0.0,14,-11.999999999650674,3.4932590153857745e-10,0.9999999999708895,1.884195337598405e-05,29,0.14661061366399128,-10.000000000000002,1
166,7,-14.0,12,0.0,33,-13.99640536397037,0.0035946360296303936,0.9997432402835978,0.006286919507886111,33,1.0920335491498312,-10.000000000000002,1
167,5,-10.0,24,0.0,28,-9.940134110364621,0.05986588963537898,0.9940134110364621,0.007228157357398228,25,0.521345587571462,-10.000000000000002,1
168,5,-10.0,24,0.0,12,-9.942809033718776,0.05719096628122422,0.9942809033718776,2.2217882841587034e-05,25,0.1402478575706482,-10.000000000000002,1
169,5,-10.0,24,0.0,18,-9.994611780154576,0.005388219845423592,0.9994611780154576,0.0029013858134250285,25,0.24943559169769286,-10.000000000000002,1
170,8,-16.0,6,0.0,25,-15.899320409766732,0.100679590233268,0.9937075256104207,0.009551366852048415,37,0.38429714838663737,-10.000000000000002,1
171,5,-10.0,24,0.0,14,-9.99999259700994,7.402990059190984e-06,0.9999992597009941,0.0016466574538145414,25,0.15462268193562825,-10.000000000000002,1
172,6,-12.0,18,0.0,16,-11.804601831374782,0.19539816862521775,0.9837168192812319,0.007636672512427888,29,0.15369637807210287,-10.000000000000002,1
173,7,-14.0,6,0.0,45,-13.988843881915308,0.011156118084691968,0.999203134422522,0.006737305609485056,33,21.465941949685416,-10.000000000000002,1
174,5,-10.0,24,0.0,16,-9.993807989968111,0.006192010031888628,0.9993807989968111,5.266254617575349e-06,25,0.933725651105245,-10.000000000000002,1
175,5,-10.0,24,0.0,12,-9.942809036470587,0.057190963529413,0.9942809036470587,1.6788772888794132e-05,25,0.713622530301412,-10.000000000000002,1
176,9,-16.0,18,0.0,10,-15.72094872361653,0.2790512763834698,0.9825592952260331,1.370618308733169e-05,41,0.8219626625378926,-10.000000000000002,1
177,7,-14.0,6,0.0,36,-13.952384029027863,0.04761597097213688,0.9965988592162759,0.006937540175777747,33,11.674669241905212,-10.000000000000002,1
178,7,-14.0,12,0.0,29,-13.973129142568029,0.026870857431971373,0.9980806530405735,0.008043478900311284,33,4.671539851029714,-10.000000000000002,1
179,5,-10.0,36,0.0,24,-9.99999997032843,2.9671570089817578e-08,0.999999997032843,1.6524604060316127e-05,25,2.9374524553616843,-10.000000000000002,1
180,6,-12.0,12,0.0,20,-11.887627603036393,0.11237239696360746,0.9906356335863661,0.007081476055187781,29,1.3894621769587199,-10.000000000000002,1
181,7,-14.0,6,0.0,32,-13.988291091858722,0.01170890814127823,0.9991636494184801,0.004080674815365801,33,5.94688732624054,-10.000000000000002,1
